got the news, Surprise
can t seem to find the new mountain dew throwback in  packs only in  liter bottles, Sad
mad tired but it s the hols i miss chomp chomp terribly , Sad
today is going to be ah giving notice to my boss today she is going to be upset i m totally stressed , Sad
my tummy hurts again, Sad
 mublogger weird suddenly blogtalkradio is giving me a domain not found error i was just on it  minutes ago , Sad
long to do list little desire to do it all , Sad
 iod will arrive tomorrow morning at  early, Sad
there is a baby cardinal fallen out of its nest i dont want to get attacked by the mom bird but i dont want the dog to get the bird, Sad
the heater blew up, Sad
is so sorry for letting her down, Sad
 speedysari i know but maybe by then you will have forgotten about it and it will be like christmas in july , Sad
 kosovar got a limit sell  for even pretty much cover commissions didn t like my entry on this one, Sad
missed fma , Sad
 jackoc i m seriously screwed i haven t studied at all , Sad
is nervous and wants things to be dealt with already it sucks having important life stuff up in the air , Sad
mel best hurry up back from asda i m so hungry, Sad
oh shit i forgot to eat grumble grumble , Sad
 jackfaulkner don t have time got work later, Sad
ugh i feel like shit gonna call out of my classes today hope it doesnt affect my grade, Sad
currently working on the sdp s prototype so much to do , Sad
today just fucking sucks for me , Sad
sun where are you , Sad
 inotherwordsc re headaches my wife is in the same situation and has finally decided to go with meds because its just too much, Sad
ipod touch worth the money because i m thinking of buying one my ipod is dead since this morning, Sad
 keheliya forget completely abt uploading the assignemtn only remmebered cos of ur twit , Sad
my wiki project is going to have to wait another month but manager thinks i need loads of time to prepare has halved my workload, Sad
just found out i wont know my uni results for this year until th july at the earliest hate the wait, Sad
wishes i was going to the pxy summer jam but can never seem to win, Sad
 fuschiafoot i didn t hit the right button or what i wrote on the sheat tho that i thought it was the cafe currency button im sorry, Sad
is starving amp has a chem quiz due at noon, Sad
wanted to go to white sands today forecast says there will be thunderstorms , Sad
 iamepiclyamazin but he s mine you told me a couple of weeks ago that you didn t find any other guys hot apart from the ones you , Sad
computer please stop being so loud so i can do my work, Sad
last night s paper writing session still not done i need to prioritize better , Sad
 heathersnotbsc no i was thinking just before how much i miss my t dub , Sad
is so sick of myself my life i m never going to be as good i want need to be xoxoxo lt , Sad
 thomasphantom don t have one yet but hopefully i ll be ponying up for one soon because this  quot is definitely hitting a wall, Sad
i m a fat and sad puffyn now, Sad
 mcrmuffin i couldn t be there for her last night cause i fell asleep like a retard agh , Sad
sore throat this is not good i have four performances this weekend , Sad
oh hell i forgot the non alcoholic cider for monday s dinner mpp is teetotaler now must drive to waupoos have  cases of wine in car , Sad
garden going well almost all the corn and peas are up no onions or beets up yet though , Sad
 bdule the installer is crashing towards the end of the installation, Sad
 jenisus aww i have to go to class on that day so imma do some weird half day thing just cause i wanna see what it s about, Sad
my back is killing me it won t keep me from dropping it low hope i got someone to pick it back up tho lol, Sad
attending matthew s senior day for recognition and i m so not ready for this , Sad
my ancient ipod is nearing death, Sad
searching for dr scholl s sandal inserts for men it seems they only make them for women, Sad
 craigeryowens i work at a movie theatre in toledo and i d let you come see it for free but it s not in d, Sad
i only have , Sad
 fuzzydave at yvr fog delay is in sfo so we can t leave yet, Sad
 fosforo shame on me , Sad
 emz so sad emma u sad to be leaving the show xx, Sad
forgot to set the alarm for a am ride hope i can get in a few easy miles after work tomorrow racin the gap , Sad
 lkenner i ask myself that all the time , Sad
 mlbliss let us know what happens poor little guy , Sad
 natezim well we aren t normal then because  we can t drive in mexico you have to be  and  there are no dairy queens here, Sad
waiting waiting waiting very difficult for an impatient lass like me , Sad
feeling down again today is way too stressful , Sad
thoughts out to vicki mom who just hit a deer in her stage  roush, Sad
is stranded at home home in sg long , Sad
i saw the best s back combed poofy bangs this morning on a yo  in high by the time i turned around she was gone no picture, Sad
i should probally bring a box of kleenex to schoool today i m going to cry so much, Sad
bf moves to the city tomorrow currently he lives down the st sadness he will be far away not too far but not down the street , Sad
 latinqueen they ended up staying late but how was ur night lol, Sad
wating for the next metal gear, Sad
i cut my thumb on a broken coffee pot , Sad
oh ew that s too bad after not using this certain lip gloss for a long time i just tried to wear it literally making my lips burn , Sad
 m working on a logo on photoshop amp it didn t work out hehe try again lah , Sad
don t want to go to work tonight, Sad
yeha i broke their page damit im trying to fix it how hope you dont bank with communityfirstandtrust, Sad
just when i thought things couldn t get any worse it just did and it will get even worse tonight i bet my life is a misery , Sad
 lstcinthabldg im good im on my laptop using and external internet plug i need to send it away to be fixed, Sad
 mycynts kittens are cute then they grow up n become cats, Sad
told verizon not to send anyone before  he showed up at  gotta deal with this bullshit now dunno how long i ll be offline , Sad
oh no adult school again, Sad
 jonathanrknight sorry to hear ur flight got cancelled that blows , Sad
i m currently feeling the wrath of too much alcohol consumption, Sad
 kasperapd i tried registering on the website no go i get an error with all  browsers firefox chrome ie safari , Sad
can t understand why i m not getting any response, Sad
 bleedingsweat i saw this link but i get an error on the cnn site when i open this page and cannot read the article , Sad
i m not feeling twitter at the moment, Sad
 dreski nah i don t finish til next yearrrr are u stayin in the bad news after graduation , Sad
 allyeatscat ya she prob does but i dont want to no about it, Sad
chem final right now awwh mrs oli imma miss you , Sad
 caius the gloss screen on my macbook would probably rule me out, Sad
 peterduerden jealousmuch i want to be outttt not stuck in revising you better have green dragon in my honour lol, Sad
 teejay heyyyyyyyy no love for me no more , Sad
i seriously neeed to study, Sad
funeral at  today is going to be bad , Sad
on my way to school of my last friday of high school ever and i don t even get to see holly gabbie and hannah, Sad
it s tough being a thick chik, Sad
i suppose i best get ready for work grrr, Sad
so disappointed about the talent lineup for quot reventï ½n super estrella  quot hmm have the feeling i won t get tix this time around , Sad
 moriagerard won t really get a break till custody issue is settled and i ve moved another month or so at least, Sad
 sarfabarfa my friend cliff has the tix so i have to wait on him or you can ask trent to just let me in you know over all else gt gt , Sad
 cccaaasss what s wrong , Sad
my hair looks really bad first thing i m doing is washing it when i get home , Sad
its sad that the rats are becoming aggressive against the guinea pigs i have to seperate them , Sad
my knee fucking hurts man haylee doesn t even care get me more milkshake shake shake shake it , Sad
got   for exam  percentage doesnt look good , Sad
ive made a terrible mistake i need an auto save function for everything i do , Sad
still unbelievably shocked about the firing of the best radio personality martin streek, Sad
no please , Sad
at work i don t like today its nasty outside can t wait to get home today and clean my house , Sad
 hotelqueen hmm your blog won t let me post a comment , Sad
 blexxed shit i got a shit of hw to do nite, Sad
hair grow back , Sad
 stinegirl thats a bad start to the day , Sad
 seansmithsucks i would be looking forward to seeing you tonight if i was going, Sad
freaking out a bit crossing my fingers that things will work out ok, Sad
i miss my boys, Sad
 latinangel that is so sad wish i can do something big for the kids may god bless the kids always , Sad
 tommcfly i m depressed i want to know you and kiss you all, Sad
 trayzz i think i m gonna fail aswel , Sad
 chezmax butbutbut it has a qwerty keyboard how can something with a qwerty keyboard go without a nethack port , Sad
 theboycharlie ooooo sooooo wanna swap my day is well boring revising for looming uni exams, Sad
i really really want a golden retriever too bad i won t be living in a home where she could run around for about  years, Sad
i think i m broke again , Sad
i miss my water cuz my well went dry, Sad
 grayguitar andrewconnell i m starting to feel depressed with this hurricane talk i m on the front lines down here , Sad
have to walk to school and i have two welts on my thighs , Sad
head is pounding well not really pounding more like tapping i suppose homework time , Sad
it s beautiful outside the sun is shining the birds are singing and i i m studying wish it were already vacation , Sad
met the shortest line ever at fcb tunapuna then the tellers disappeared, Sad
dang i just realized how bad my eyes have gotten, Sad
urgh there s a power cut , Sad
 runaholickassy i spent the whole day shopping with aiza i don t really like shopping still i had fun but my feet didn t , Sad
 ejhildreth i keep trying to invite shannonmorgan out but i think she s afraid of me , Sad
sitting in the parking lot by myself i miss you baby couple min til i gotta deal with a bitch then i m peacin out and hitting the gym, Sad
nightmares last night so bad i slept curled tightly in a ball sore all over took three aspirin still hurts , Sad
the liesgirlstell and liesboystell threads show how women and men alike are screwed up and struggle to have real honest relationships, Sad
 jsmsoftware ironpython windows mobile is a no go compact framework doesn t support reflection emit , Sad
 flylady oh deary me  mins not enough to rescue kitchen i shall come back to it later so i can mow the lawn while still cool outside, Sad
 laydown man i don t know they been there a few months and he actually almost cries when he is speakin back to her sad, Sad
 foxy yeah plus i always totally overspend, Sad
it doesn t feel like a friday, Sad
on my way to work wish i had more days off, Sad
thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls, Sad
 startswimming i ll be in heerlen on sunday but you won t be there right , Sad
back to tokyo tomorrow expecting some rain and no sunshine, Sad
 kngibbard noooo i m so sorry, Sad
 ryanseacrest hi there might be a problem as it says no stream online wat s not right , Sad
i miss them , Sad
 potterentourage i m glad you threw the tantrum i was going to but i don t know her well enough yet was she apologetic darn her , Sad
 izeainc so sad found otu about your boot camp too late oh well may be in la that day anyway , Sad
 policani the northern clemency but i don t recommend it too much description and not enough action too slow, Sad
 jaynenorthover oh and yes y metros but i dont think i will be drinking i think i mite have work the nextday, Sad
 quot no offense but your hair is bad today quot life isn t worth living anymore nothing hurts quite like hair insults cries into pillow , Sad
 exton won t anyone give poor ernie reyes jr a break , Sad
needs my mommy http plurk com p xr, Sad
 ginapina not good he wouldnt like his girl flirting with his colleagues would he , Sad
is upset i left my phone at home again, Sad
dimples was in the preview are they not on today it hasn t aired here yet via http twib es cpf, Sad
pirate voice aaarrrggghhh i got my damn wallet at work shermk dammit so close yet so far now im starving , Sad
 aka hope you mom is okay, Sad
 seanhughes it is tequila never ends up being a good decision , Sad
 xxscarletbxx i think that may look a little silly also my camera is broken so no photo, Sad
 hillaryohara because i couldn t get the money to mikey in time trust me it makes me sad too , Sad
doesntfeelwell, Sad
sitting at my kids school listening to moms discuss their daughters becoming women i feel unsafe , Sad
sweat is just not cute unfortunately i haven t figured out how to work out without sweating boo , Sad
im starting to rethink my quot i cant stand cold places quot stance this heat humidity is unbearable amp i cant stand the ac no more meltingaway, Sad
back to work , Sad
 zwaloo i ve tried that already , Sad
being upset, Sad
 portlanduk hope you don t get let down again , Sad
 lindseygbaker yeah ill be on verizon so those are my two options right now , Sad
found out i have to go to the us again in august getting tired of transatlantic flights not good for my carbon footprint either, Sad
gonna go get my teeth taken out , Sad
 wolverine didn t get them, Sad
i am tres depressed, Sad
 so i can only recover  photos, Sad
i can t find hrhbrianthecat hope he didn t get eaten by anything last night he jumped off the deck he just wont stay in safe sigh , Sad
yay for having a giant headache stupid glasses , Sad
waking now so lazy and very worry , Sad
what s with the mass exodus from work at half three it makes me sad, Sad
enjoyed last night at what i call quot real world social networking quot lok event in vancouver it was great but headeache today, Sad
 boykillboy oh sorry not getting all my replies nothing against you and yes i do know nirvana, Sad
 rogiertje just checked my account i also paid twice, Sad
i think  of the irish population of manchester have come to my house today yet none of them are the  person i want to see, Sad
my street fighter iv skills are lacking can t beat seth on easy , Sad
is at home with a pukey boy poor little baby, Sad
 jakeshears poor pooch , Sad
poor ds is in bed with   fever he won t be able to walk in relay for life tonight feel so bad for him he s so sad, Sad
 jerseybites i get bit by ticks all the time i eat a ton of garlic in the summer to keep them and mosquitoes away boo gt o, Sad
i ve burnt my collerbone and arms and face aww , Sad
 jonathanrknight poor jon i feel for you dude eat some chocolate that ll make you feel better oh amp some ice cream yum , Sad
 danielrhodes i worked on the precursor to bing at msft they canned our project, Sad
worst most depressing day ever r i p, Sad
 antiheroine that sucks, Sad
 crazydaisyfire well thats even worse cuz when it gets hurt everyone is in pain but poor stephen has a smushed twitter now , Sad
trying to learn how to speak french can t even remember a single word , Sad
today friday i really hope you will read my messages here and reply to me soon i could not reach you by phone before you go to work , Sad
 afrolicious chile i gotta study but i do hope to catch an art show or sumshin i need to get out , Sad
 soundbwoyfast gloomy as ever i wanted to hit the beach too might as well get like you and handle my errands too lol, Sad
fml i cant loose another friend, Sad
 autotunethenews i think there s something wrong with the video it only loads the first  ish seconds, Sad
 illmindproducer careful the cops dont mistake you and your kids for criminals i hear there is some indiscrimate shooting going on, Sad
 ashmarie they tried to take me  jail sissy apparently i have a warrant in agg town yeah shocked the hell outta me  lmao yeah right, Sad
happy friday i just realized i left my cell phone at home today though, Sad
 anotherjulia wish i d had the balls but with my  kids with me and not knowing how illogical these ppl can be didn t want to risk it, Sad
 ahhchieee haha i know and then i need a new car too oh ps i got a speeding ticket , Sad
 release enjoy wish i was there nice day in springfield today however i have my end of month expense report to do, Sad
i m really tired today , Sad
 johannabee oh no i ll think good thoughts , Sad
not enjoying this cold raininy boston day i think my new metal back doesn t like getting wet , Sad
finding it hard to stay productive now the sun is coming through my side of the building, Sad
i tell him today s it s his last day, Sad
 lofigirl who what call me, Sad
working from home and ran out of coffee , Sad
 potterentourage i hope your mom is ok , Sad
such a failure i just ate a char siew pao just when i thought i can skip dinner and go along my non existent diet, Sad
 natdcook nat i m going to miss you so badly, Sad
 tomfelton oh how cool ok so for your head just laydown and put ice on it that should heep the swelling down i feel really bad, Sad
feeling very undervalued and neglected not even the sunshine is pulling me out this lul , Sad
hi there all can t stay to long have to go to work soon, Sad
my chrissy is sick w a spring cold tissues stuck up his nose last night looked so pathetic feel better soon baby , Sad
is going to our cabin soon, Sad
the ipod is gonna die and gymnastics isn t over boo, Sad
 brittyboo i hope he does it soon and i know i hate fakes, Sad
slaving away at work, Sad
 talentedgeniu and that prob wont happen , Sad
on my way to work working sucks big time, Sad
is just waking up not very impressed with my sleep or my dreams today is going to be a sucky day i can feel it, Sad
so i sprained my ankle yesterday and it hurts worse today, Sad
 nanpalmero can t get the live chat, Sad
 littlelee oh well you dunno where i liv eanyway , Sad
 daveharte and now i wish i hadn t, Sad
 soleinvestor how no phone, Sad
friday is the new thursday, Sad
 jonathanrknight i wish i would in california i m so sad, Sad
is sad she got her plans cancled, Sad
is so frustrated i m stuck at home without any transportation to the global god conference ahh, Sad
worried about friend, Sad
woke up early still sick, Sad
 gregdigneo your mail server just rejected a simple plain reply to you as potential spam virus threat not good, Sad
ok this is a lot more boring then i thought and matt has me on lockdown bc of moolah , Sad
science history and maths its so nice outside, Sad
it s a and i m already dressed but we re on set today so let the real fun begin lights camera action , Sad
iprocrastinate this is by far my  character flaw gotta session at  and i don t want to emerge from my covers , Sad
i wish i was in dallas with the kiddnation family, Sad
going to the dentist, Sad
i m scared to set the pw on my bb bc i might forget it amp end up losing all my data but yet i have financial info on it catch , Sad
 shortstack mady were did u go truck did u run away , Sad
 akomuzikera hahahahahah i thought i was following you already i don t know what happened sorry ha , Sad
 mayabanks quot something must be wrong only found  july harl sil books i wanted, Sad
 brittanyhauff jz local movie here the title s virgin  p actually i feel not so good so tired n dizzy, Sad
sitting thinking how warm it is and wishing it wasnt so has so many things to sort out its driving me bonkers, Sad
i hate my life big time its sooo poop gode i ould cry, Sad
charley horses in both legs all night what the fuck , Sad
sinus congestion is making thinking straight difficult, Sad
damn got caught eating my cadbury temptations by the brother last  pieces gone will get bournville next time u have to earn it , Sad
 tarynantoniou where are you going tonight , Sad
going to meet the new family i m babysitting for wish i was still sleeeeping, Sad
 vladalexa i have a palm now i would like an htc hd but it costs  times more than my phone, Sad
grrr i can t even practice trumpet or vocals because my glands in my neck hurt too much guitar it is then , Sad
is abit happier at the thought that ashleigh amp loocie with be here soonish but sad to miss her s ane , Sad
i am never going to get these pictures taken, Sad
just had another army provided root canal not fun i m starving and craving lunch at paloma blanca that s a long way from here , Sad
totally overstressed going to work now just want the college work to go away i don t wanna fail, Sad
i ve got a headache, Sad
 sufisammy praying you get better soon you sweet one sorry your still not well, Sad
ahh i forgot about the test today, Sad
my sunburn is peeling , Sad
it s sooo hot day put a ton of sunblock on before jogging still think my face burnt though , Sad
ahhhh i think the rain is gonna begin shortly, Sad
wants somebody to cheer her up, Sad
i guess you didn t hear the grumbles when kindle came out with no cover my purse eink screen shortcut to broken screen coolerebook, Sad
 wake up darling , Sad
 runsforcupcakes that sounds yummy does it take quite a few almonds to get the amount you need nuts are expensive , Sad
really nervous about my animal rights presentation next period, Sad
fritz roderick von hughes is sad to be in the kennel all day http apps facebook com dogbook profile view , Sad
still sick at home, Sad
went to bed at   last night woke up around   holy crap i need to get up earlier like  wish i could get up at  every day , Sad
i can t believe tour is almost over, Sad
 cajolejuice likewise but i don t know anyone who uses gtalk and the likes so i m not holding much hope, Sad
 actionscripter i tried to translate your tweet using google translation service but it just spat it out back out at me, Sad
reading and taking notes but undertanding none of it help , Sad
real stressed, Sad
my twitterberry wont work on my friends and me, Sad
 maltpress sorry didnt mean to hope you can think positivly about being  and looking back on  , Sad
 tinytim kinda my housemates were a bit frantic as i appeared to have every fork we own hiding in my room need to revise now, Sad
my throat hurts so bad that i dont even want to swallow my own spit and i officially cant talk now , Sad
 pmsexgeek ugh something is wrong suddenly i feel extremely flushed and shaky and i broke out in a sweat idk what s wrong , Sad
 drronvondoom i couldn t fucking sleep today either it was hard for me to stay asleep for some reason, Sad
 janet ouch i hate it when favourite items of clothing get ruined , Sad
is thinking today will be a longg day , Sad
 pages left to read then it will be time to start all over again and again off to lunch duty love th graders, Sad
 blankdeluxe no i havent got mine yet did u get yours , Sad
 yerex i want to adopt him, Sad
sooo tell me how i lost followerzzz, Sad
 ispeed could ve said hi we re off down south tho, Sad
my tummy hurts i blame last night s chinese food , Sad
 dsbabygirl i know i want it to come bec i m excited but then i don t bec it s gonna go by so fast amp then it will be over, Sad
 ryanseacrest im feeling sad not likeing my new haircut, Sad
 ricebunny cause my eyelids are not deep set thanks it would help me a lot , Sad
 scorpio i have no idea i m watching rafa too running to the comp ever to often to check live score he s   down in the third , Sad
 keitakeita girl you stay inviting me but not doing a follow up hahaha no phone call to check up on me, Sad
 elizabethannn i m sorryyyyyy i ll be home as fast as possible where we meeting at , Sad
gm twits headed to the bx to clean up the new apartment but kinda sad cuz i dreamed about him last night, Sad
 happyloveschuck i know but the second problem being he doesn t really exist still applies shame, Sad
 yeahgiancarlo can t no money to spend , Sad
moving today sad day, Sad
i need some plugs for real my ears want to stretch and i have no money, Sad
thinking about having lunch soon but we have no food in, Sad
 energeticspace if i can run by then i will join you miss running, Sad
nyc placements have started to come out but it looks like upgrades might have to wait yet another two weeks for placements dreadfully, Sad
need to go to work soonish but i really dont want to also trying to save money life is fab not , Sad
moving office tomorrow after  years at this one its a sad day, Sad
my lord this day is going to slow, Sad
stayn home from school sick doc says i have bronchitis, Sad
going to see star trek again tomorrow night but this time in full imax glory i hope my motion sickness doesn t get the better of me , Sad
am hating my life at the moment there s only so many nos my delicate little mind can take, Sad
needs an external hard drive i don t have enough money lt i don t wanna give up my music gt , Sad
 krissylin you re a busy bob i m jealous i m not sure i can even afford to go meet john de lancie and leonard nimoy, Sad
great my mom is pissed at me so she sent me to the asbestos filled backroom, Sad
 ceichstaedt i guess it ll work under fusion otherwise you ll have to boot directly to vista just to do some online banking which sucks, Sad
i m going to miss my imac so much over the next month , Sad
 drford not too good how are you feeling today , Sad
i am never going in to town on a sunny friday in half term again eugh got no electricity, Sad
 suziperry annaphylaxis oh no matey did you get ill it would be a bit mean of suzi to be calling you chicken scabs if you re not , Sad
 ianwatkins oh my gosh ian i always miss you when your on, Sad
 bluerose hugs thanks i don t know how i m going to fix this if i m ever going to get my account back , Sad
 tigerlilyleo lots and lots of red wine knowing good and well how it has managed to make me sick a few times before, Sad
figuring out wats wrong with her she can drink but cant eat , Sad
sephora is having a  off sale and i m so broke life isn t fair , Sad
ughhhhhhhhhhhh , Sad
 singlemom that s the prob no idea how to meet guys met all my exs online amp now i ve dated that pool dry, Sad
waiting patiently to go out tonight al by my lonesome, Sad
ok back to the dentist today all i want to do is bask in the sun, Sad
 lealala i no its so warm isnt it o my arms are sore bad times my face is a little red too s, Sad
good mornin amp no u tol twitter lol but i knew amp called u yesterday  see if u were okay but no answer how r u feelin babe , Sad
 ss back to the gym project finally finished damn filthy hobo s always trying to eat my taco s lt , Sad
 eyglo that s beautiful thanks for sharing my grandpa was recently diagnosed with alzheimers too , Sad
nomatter how much i sleep am still tired either going to sleep early or late , Sad
oh when will gfail end been on html version all day, Sad
i really need to lose weight anybody wanna be my exercise buddy , Sad
where is teng , Sad
 iamchrisc pleeease reply , Sad
 workingmoms thanks he got hurt wednesday and going to vets today, Sad
 herseyd that happened to me once only i wasn t drunk lol, Sad
 themagician yes apnea but it s not the prob i m on meds that might be causing this they help otherwise so much don t want to stop, Sad
 donnaspeaks i dont know i didnt even realize it was gone let me put it up again darn twitter , Sad
wanna know a not fun way to wake up having a panic attack and not being able to breath for no fucking reason that fucking sucked, Sad
up showered struggling for the drive to get out the door i m gloomy i miss my sway , Sad
congrats to all graduates such a beautiful thing amp big deal i wish i cudve attended my lil man ryan kdg graduation feel very sad , Sad
well can ya please send some luvin to jonathanrknight im sensing deep fiery anger surrounding his presence right now , Sad
is surprised lleyton isnt putting up much of a fight, Sad
got fever and is now half dead , Sad
can t play world in conflict because the computer is running too slow, Sad
http twitpic com oz yep drank bawls this morning no more bawls for me this will be my last , Sad
it s a bad start to the day when you re sweating your butt off before  at the range, Sad
 lushltd why can t i buy the new night in for toes i see it it s within my grasp but it s just not bringing it to my shopping cart, Sad
 alshepmh yeeeeeessss i can t wait too bad i can t drink, Sad
off to work missing out on all the sunshine , Sad
 ff sports baseballfannat bkcyclones blindbaseball espnbaseball sorry for not getting around to everyone my phone is acting up, Sad
another day i haven t got time to play plus it s raining and chilly and also have a headache wth going back to sulking mode , Sad
i m so pissed off today n sadly can t even share the reason here, Sad
well it s friday and usually the start of something awsome i m not sure if that ll be this time around i gotta shake this, Sad
fuck my arms feel like really sore jell o, Sad
 littlereview awww , Sad
why does the beach have to be so far away from atl need beach need beach , Sad
 jasonrockz aw man im sorry i have logical reasoning i promise i had to study in order to tutor my new student give me, Sad
i missed you yesterday lacey we get to go to granulation tonight though , Sad
off to work again mercedez s last day, Sad
to eat or not to eat its gonna be my last meal for the next  weeks , Sad
just got past really bad crash car was mangled, Sad
oh no somebody hacked into my email i m scared now what the fuck , Sad
 luvinmesomed yep exactly and i m really sad about this tour i know i m gonna cry at my last m amp g , Sad
 anitrip i bet he didn t fall asleep till like this morning sorries , Sad
 ericajo yeah but there are like   types of snakes and it s wicked wicked wicked hot and idk i don t think i d like it, Sad
had to come in was baking out there and have slight headache now, Sad
don t think that went well was only in there for  mins, Sad
 donniewahlberg hi donnie today i want  hear from u that u guys r going to reschedule nc so i dont have  b bummed anymore, Sad
 geekasia i am lost please help me find a good home , Sad
well dnt really knw wot to do stay wit some  who doesnt want  b wiv me or move home to rents after yr of bein away, Sad
 saylamarz looks like we re on the exact same track nothing worse than not being able to fix things for someone you love , Sad
 lindseylu my club card and picture and i just cured world hunger and made of gold this thing is awesome too bad you don t have yours , Sad
 pennydog yucky time to bring out the vaccuum and go to war our house is always a spider haven for some reason not cool , Sad
i m trying to figure out how on earth i am supposed to be able to update my statuses via my phone someone help meeee , Sad
it s official nobody is getting a raise this year, Sad
been  years and m still devistated that they knocked down my old primary school, Sad
 nokiko oh i see what you mean that is true if they are used improperly which we know they are , Sad
today is my last day of employment for the next   years here i come graduate school going to miss the action at www shugartbates com, Sad
e  will be the first time i will not get to see gtv s e coverage since comcast moved the g channel from basic cable to premium, Sad
the lab informs me the logic board is dead as well it is farking expensive to replace i don t know what to do mypowerbookgrip, Sad
 ryking i never know whether they include me just straight white men right i wanna be part of the problem too , Sad
back to work extremely slow now that start up s over , Sad
 laurenmichell scary , Sad
one downside of the nice weather it brings of the chavs , Sad
need sumthing for this excruciating headache, Sad
my mother is taking gambit to the vet today i hope it s nothing too serious , Sad
 nmcdee haha i cudnt get tickets for dublin i was soo upset, Sad
 tommcfly tom do a tour in the philippines please that would be so awesome , Sad
is hoping that she left her bb at home and didn t lose it on the metro, Sad
oh kasa please lose the hair do, Sad
the reason why i can t find the latest arena magazine is because it has folded due to the recession grrrrr gq fhm survive no justice , Sad
my sisters in laws house car and tree got hit by lightning last night aint that some shit lol its on the news awww me sorry, Sad
wow i just drank a drink of water  ice cubes that took ages to melt i now have brian freeze, Sad
 jdawg still waiting for a email from max so i consider no news bad news , Sad
missing my mom today we made it a quot date quot every year to get our flowers together this yr i was alone felt so weird, Sad
 bing yes and i really hoped to do one last gas price story but i guess it wasn t meant to be , Sad
my back hurts, Sad
 malcmail i wasn t given an exact date but it shouldn t be much longer please accept our apologies for the inconvenience , Sad
can t feel my tail bone , Sad
 alpew good luck i have still to get wireless working post it, Sad
 sidviciious you must be doing different poetry to me all we get is catullus some ovid and and an extract from the aeneid x, Sad
 mandelin omg i m on a one year work permit going home end of june i m really gna miss it canada, Sad
there are many jobs i aspire to supervisor is not one of them talk about too much stress for too little pay, Sad
so tired and i don t know why, Sad
kidney stones again what did i ever do to deserve this kind of pain not once or twice but five times in my life took drugs peace out, Sad
 nkotblorib nothing definite yet and the show is in a week i may just be resorted to giving them away, Sad
 ladylogan i thought u were down here so i came down and u were mom said no rj took them, Sad
maaaaan i spent an hour on a project for work only to have the computer bork and crash and lost it all, Sad
 agingbackwards i use to own a  lbs tabby cat got him for north shore animal league he had diabetes, Sad
i m looking forward to going home tomorrow but i really wish it was for a different reason , Sad
hey rdacla presentation was too large to post sorry from rules to entities cataloguing with rda live gt http ustre am jl , Sad
tgif i don t feel good , Sad
 reflective aww sorry for both of you may the lord give you strength and rest today , Sad
 marcelon rlly dead descanse em paz luto sad rip, Sad
painting my nails green in an attempt to look like an army person annoyed that everyone seems to tan apart from me freckles and sunburn, Sad
trying to revise environmental studies and write my personal statement at the same time is really hard , Sad
this is very bad news btw now i started with some friends to make the jedi academy unleashed mod it will be only sp and for pc , Sad
 marvelvscapcom i entered it in within  seconds of post and still didn t get it, Sad
 attnews still no internet today, Sad
super hungry dominos or martabak both tempting and fattening, Sad
 smilystace i am so sorry, Sad
up early for class blahh gt hang over kiddies, Sad
 mattyv and you wouldnt even be able to go its too far for you, Sad
 solaravada damn lol on friday its now saturday here lol im in australia, Sad
about to get my wisdom teeth pulled , Sad
woke up and felt a sharp pain in the back of my leg no school for me today, Sad
 kotenok maybe they took one look at you and said quot that s our girl quot , Sad
taking a load of old broken concrete to the landfill tried to find a recycler, Sad
sitting at the connection listening to the employees reminisce and mope about their last shift, Sad
misses driving already, Sad
i really miss you stylenista i wish you were down here, Sad
i m very conflicted here i really like mike but i still have feelings for darrin it s really complicated i don t know what to do , Sad
i m really tired today i must have slept very badly i m glad it s an quot off quot friday but i ve still got a ton of stuff to get done fb, Sad
is afraid she caught that thing going around i feel utterly drained and it s only  am , Sad
 jdcritte though it was a cold that would go away turns out it s a sinus infection that just keeps getting worse and worse by the day , Sad
i gotta do my assignments tomorrow omg mackillop has swine, Sad
 anitapsays what happened are you suffering from neck shoulder back pain like me i can t move either, Sad
 htoddcarter catholicmeme http tinyurl com mdrb i just noticed that too, Sad
 leilaanasazi i m sure lots of that studio equipment was collected analog stuff that can t be bought anymore seriously condolences , Sad
bye la i already miss you, Sad
i wanna watch pcd concert dad, Sad
what a dreary rainy crappy day , Sad
i am very very tired, Sad
 fortrel the newest versions are not any better, Sad
 petiethecat none of meowmie s friends have money and even if they did she wouldn t be able to pay them back , Sad
gah the sunlight is so bright today it s giving me a headache resorted to wearing new sunglasses, Sad
  am still waiting on the doc to come and break my water , Sad
i want to borrow an mx this weekend, Sad
just been in the garden but i was being attacked by bugs so i came inside, Sad
i know that just sounded really stupid having  jobs sucks i don t like feeling like this i feel bitter and angry what am i  , Sad
eatting all these candies i bought from little mexico last night charged my ass  for swipping my card and it all taste like shampoo, Sad
you know you re too old to party like a rockstar when you realize no one else claps when they dance it s just you, Sad
 sknbree say hi to the otters they are my favorite besides the fact they are slowly killing themselves with each shell they open , Sad
sorry guys i didn t sign in for a while sorry every, Sad
horrid dream i suspect i will have to cancel my plans tonight , Sad
 squisht so sorry to hear about your mum , Sad
my online portfolio is down great esp when jobs are trying to look at it, Sad
 jaisaphira i agree however i can t sell until i m a full brick amp motar store soon though hopefully, Sad
the one day i do my hair weather sucks where is the sun , Sad
 hours of sleep a migraine again what is wrong with me hate my life, Sad
